Season,Player,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,MP,Age,,,,,,,,
2007-08,Spencer Hawes,8,17.3,7.7,16.2,0.2,1.1,2.1,3.2,3.7,8.8,12.5,2.4,0.8,2.2,3,7,18.2,0.459,0.478,0.19,0.465,0.655,0.486,931,19,,,,,,,,
2008-09,Spencer Hawes,8.4,18,7.5,15.4,0.9,2.6,2,3.1,3.3,9,12.4,3.4,1,2.1,3.6,5.6,19.8,0.466,0.486,0.348,0.491,0.662,0.509,2259,20,,,,,,,,
2009-10,Spencer Hawes,8.4,17.9,7.7,15.5,0.7,2.3,2,2.8,3.9,7.8,11.7,4.2,0.9,2.2,3.5,5.4,19.4,0.468,0.494,0.299,0.488,0.689,0.507,1904,21,,,,,,,,
2010-11,Spencer Hawes,8,17.3,7.8,16.2,0.3,1.1,1.4,2.7,3.9,10.2,14.2,3.7,0.9,2.2,3,6.1,17.8,0.465,0.48,0.243,0.473,0.534,0.481,1718,22,,,,,,,,
2012-13,Spencer Hawes,8.9,19.2,8.1,17.1,0.7,2.1,2.9,3.7,4.1,9.8,13.9,4.3,0.6,2.7,3.1,5.5,21.4,0.464,0.477,0.356,0.483,0.777,0.514,2233,24,,,,,,,,
2013-14,Spencer Hawes,8.1,17.7,5.5,11.5,2.6,6.2,2.4,3,2.6,10.6,13.2,4.8,0.9,1.9,3.5,4.7,21.1,0.456,0.478,0.416,0.529,0.783,0.554,2470,25,,,,,,,,
2014-15,Spencer Hawes,6.5,16.5,4.3,9.5,2.2,7,1.8,2.7,1.2,9.1,10.3,3.5,1,2.1,2.4,6.9,16.9,0.393,0.452,0.313,0.459,0.647,0.478,1274,26,,,,,,,,
1988-89,Scott Hastings,5.7,13.2,5.4,12.1,0.4,1.1,3.7,4.3,2.9,6.4,9.3,2.4,1.3,1.7,2.7,8.2,15.5,0.436,0.447,0.321,0.45,0.85,0.515,1206,28,,,,,,,,
1992-93,Scott Hastings,4.1,8,3.9,7.5,0.1,0.6,2.9,3.9,3.2,6.7,9.8,2.4,0.9,0.6,2.1,8.3,11.2,0.509,0.529,0.25,0.518,0.727,0.573,670,32,,,,,,,,
1979-80,Joe Hassett,8.7,20.6,5.9,12.6,2.8,8,1,1.2,1.4,2.4,3.8,4.2,1.9,0.3,1.8,3.4,21.2,0.422,0.469,0.348,0.49,0.828,0.501,1135,24,,,,,,,,
2001-02,Trenton Hassell,6.3,14.9,4.9,11,1.4,3.9,2.1,2.7,1.5,4.5,6,4.1,1.3,1,2.4,4.4,16.1,0.425,0.447,0.364,0.473,0.763,0.502,2237,22,,,,,,,,
2002-03,Trenton Hassell,3.7,10.1,3.4,9,0.3,1,1.1,1.4,0.9,5.6,6.5,3.9,1.2,1.6,2.1,5.1,8.8,0.367,0.372,0.325,0.384,0.745,0.411,1999,23,,,,,,,,
2003-04,Trenton Hassell,4.2,9.1,4.1,8.8,0.1,0.3,1.1,1.5,1.6,4.5,6.1,3.2,0.9,1.3,1.1,4.8,9.7,0.465,0.47,0.308,0.47,0.787,0.498,2264,24,,,,,,,,
2004-05,Trenton Hassell,5.9,12.4,5.8,12.1,0,0.3,2.3,3,2.1,3.6,5.7,3.3,0.8,0.8,1.7,5.2,14.1,0.474,0.483,0.091,0.475,0.789,0.515,2068,25,,,,,,,,
2005-06,Trenton Hassell,6.2,13.2,6,12.8,0.2,0.5,2.8,3.8,1.8,2.9,4.6,4.4,0.9,0.6,2.7,4.3,15.3,0.464,0.47,0.304,0.47,0.744,0.512,2514,26,,,,,,,,
2006-07,Trenton Hassell,5.2,10.5,5,9.9,0.1,0.6,1.7,2.2,2,3.8,5.8,4.8,0.5,0.6,1.9,3.4,12.2,0.49,0.505,0.24,0.497,0.783,0.529,2223,27,,,,,,,,
2003-04,Udonis Haslem,6.2,13.6,6.2,13.5,0,0.1,4.3,5.6,5.7,8.6,14.4,1.6,1,0.7,2.2,6,16.7,0.459,0.462,0,0.459,0.765,0.521,1795,23,,,,,,,,
2004-05,Udonis Haslem,6.8,12.7,6.8,12.6,0,0.1,3.5,4.4,4.7,9.6,14.3,2.1,1.2,0.8,2.2,5.1,17.2,0.54,0.543,0,0.54,0.791,0.588,2675,24,,,,,,,,
2005-06,Udonis Haslem,6.3,12.4,6.3,12.4,0,0,3.3,4.2,3.5,9.8,13.3,2,1.1,0.4,1.7,4.5,15.9,0.508,0.509,0,0.508,0.789,0.558,2491,25,,,,,,,,
2006-07,Udonis Haslem,7.6,15.4,7.6,15.3,0,0.1,3,4.4,4,10,14.1,2.1,1.1,0.6,2.4,5.1,18.1,0.492,0.495,0,0.492,0.68,0.523,2483,26,,,,,,,,
2008-09,Udonis Haslem,6.9,13.4,6.9,13.4,0,0,2.7,3.5,3.5,9.4,12.9,1.8,0.9,0.5,1.7,4.3,16.6,0.518,0.518,,0.518,0.753,0.553,2560,28,,,,,,,,
2009-10,Udonis Haslem,7.7,15.5,7.7,15.5,0,0,3.6,4.7,4.1,11.4,15.5,1.3,0.7,0.6,1.8,4.3,19,0.494,0.494,,0.494,0.762,0.538,2177,29,,,,,,,,
2011-12,Udonis Haslem,5,11.8,5,11.8,0,0,2.7,3.4,3.9,11.7,15.6,1.4,1.2,0.8,2,4.7,12.8,0.423,0.423,,0.423,0.814,0.479,1589,31,,,,,,,,
2012-13,Udonis Haslem,4.8,9.4,4.8,9.4,0,0,1.2,1.7,3.6,11.5,15.1,1.4,1.1,0.6,1.7,6.5,10.9,0.514,0.514,,0.514,0.711,0.535,1414,32,,,,,,,,
2014-15,Udonis Haslem,5.7,12.7,5.6,12.2,0.1,0.5,2.4,3.4,3.8,9.9,13.7,2.4,1.1,0.7,2.2,6,13.8,0.448,0.459,0.2,0.452,0.703,0.488,995,34,,,,,,,,
2002-03,Donnell Harvey,8,18,8,17.8,0,0.2,3.9,5.8,4.1,9.3,13.4,3.3,1.6,0.9,4,6.6,20,0.446,0.45,0.143,0.447,0.67,0.486,1613,22,,,,,,,,
2004-05,Jason Hart,7.1,15.8,6.1,13.2,1,2.6,4.3,5.5,0.5,5.1,5.6,10.1,2.7,0.4,2.8,4.6,19.5,0.449,0.464,0.368,0.479,0.785,0.534,1887,26,,,,,,,,
2016-17,Andrew Harrison,4.1,12.7,2.6,7.2,1.5,5.5,5.2,6.8,0.8,4,4.8,7,1.9,0.7,3,6.8,15,0.325,0.363,0.276,0.385,0.763,0.477,1474,22,,,,,,,,
2013-14,Tobias Harris,9.2,19.8,8.3,16.3,0.9,3.5,5.5,6.8,2.4,9.3,11.7,2.3,1.1,0.7,2.2,4,24.7,0.464,0.508,0.254,0.486,0.807,0.542,1850,21,,,,,,,,
2014-15,Tobias Harris,9.5,20.5,7.7,15.3,1.9,5.2,4.2,5.3,1.6,7.7,9.3,2.7,1.5,0.8,2.5,2.9,25.1,0.466,0.5,0.364,0.512,0.788,0.551,2369,22,,,,,,,,
2015-16,Tobias Harris,8.3,17.7,6.7,13,1.6,4.8,4,4.9,1.9,8.3,10.2,3.4,1.3,0.8,2.2,3.1,22.3,0.469,0.518,0.335,0.514,0.831,0.56,2513,23,,,,,,,,
2016-17,Tobias Harris,10.1,20.9,7.9,14.7,2.1,6.2,3.7,4.4,1.2,6.9,8.2,2.8,1.2,0.8,1.9,2.6,26,0.481,0.537,0.347,0.532,0.841,0.568,2567,24,,,,,,,,
1986-87,Steve Harris,10.3,24.5,10.3,24.2,0,0.3,4.5,5.3,2.9,4.1,7,4.1,1.5,0.7,3,4.5,25.1,0.419,0.425,0,0.419,0.854,0.467,1174,23,,,,,,,,
1993-94,Lucious Harris,7.1,16.8,6.8,15.4,0.3,1.4,3.8,5.2,2,4.9,6.8,4.6,2.1,0.4,3.4,5.1,18.2,0.421,0.44,0.212,0.43,0.731,0.478,1165,23,,,,,,,,
1994-95,Lucious Harris,8.4,18.2,6.7,14,1.6,4.2,4.1,5.1,2.5,4,6.6,3.9,1.7,0.4,2.3,3.1,22.5,0.459,0.481,0.387,0.504,0.8,0.548,1695,24,,,,,,,,
1999-00,Lucious Harris,6.8,15.9,5.5,12,1.3,4,2.7,3.4,1.8,4.6,6.4,3.4,2.2,0.2,1.4,3.4,17.6,0.428,0.46,0.33,0.469,0.798,0.506,1510,29,,,,,,,,
2000-01,Lucious Harris,6.7,15.7,5.5,12.4,1.2,3.3,2.7,3.5,1.8,5.5,7.3,3.4,1.9,0.4,1.6,3.2,17.2,0.425,0.445,0.348,0.462,0.77,0.498,2071,30,,,,,,,,
2001-02,Lucious Harris,8.4,18.1,6.9,14.1,1.5,4,4.5,5.3,1.6,5.3,7,3.9,1.8,0.2,2.1,3.3,22.7,0.464,0.489,0.373,0.505,0.842,0.556,1553,31,,,,,,,,
2002-03,Lucious Harris,7.9,19.2,6.7,15.5,1.2,3.6,4,5,1.7,4.5,6.2,4.1,1.4,0.2,1.9,2.5,21.1,0.413,0.429,0.346,0.446,0.804,0.494,1973,32,,,,,,,,
2004-05,Lucious Harris,5.6,14.2,4.6,11.1,1,3.1,2.7,3.3,1.8,3.9,5.7,2.3,1.3,0.3,1.4,3.2,14.8,0.395,0.415,0.323,0.43,0.812,0.475,1128,34,,,,,,,,
2015-16,Gary Harris,7.4,15.7,5.2,9.6,2.2,6.1,2.2,2.7,1.1,3.4,4.5,3,2,0.4,2,2.9,19.2,0.469,0.543,0.354,0.538,0.82,0.566,2439,21,,,,,,,,
2004-05,Devin Harris,6.9,16.2,5,10.4,1.9,5.8,3.4,4.5,1.2,3.3,4.5,7.5,3.4,0.8,3.6,6.1,19.2,0.429,0.481,0.336,0.489,0.757,0.53,1173,21,,,,,,,,
2006-07,Devin Harris,7.5,15.3,7.2,14,0.4,1.3,5.5,6.7,1.2,3.9,5,7.6,2.5,0.5,3.8,6.2,20.9,0.492,0.512,0.28,0.504,0.824,0.574,2081,23,,,,,,,,
2007-08,Devin Harris,8.4,18.1,6.9,13.8,1.5,4.4,6.5,7.9,0.7,3.8,4.5,9.7,2.4,0.3,4.2,5,24.8,0.463,0.504,0.335,0.504,0.824,0.573,2022,24,,,,,,,,
2008-09,Devin Harris,9.7,22.2,8.4,17.5,1.4,4.7,10.6,13,0.6,4.3,4.9,10.2,2.4,0.3,4.5,3.5,31.5,0.438,0.477,0.291,0.469,0.82,0.563,2494,25,,,,,,,,
2009-10,Devin Harris,8.4,20.9,7,15.8,1.4,5.1,7.3,9.1,0.6,4.2,4.8,10,1.9,0.4,4.3,4.2,25.6,0.403,0.444,0.276,0.437,0.798,0.512,2221,26,,,,,,,,
2010-11,Devin Harris,8.1,19.2,6.7,15,1.4,4.3,7.9,9.5,0.4,3.6,4,11.9,1.7,0.2,4.9,3.8,25.5,0.422,0.45,0.322,0.458,0.833,0.545,2254,27,,,,,,,,
2011-12,Devin Harris,7.3,16.3,4.9,9.9,2.3,6.4,4.7,6.3,0.4,3,3.4,9.5,1.9,0.4,3.7,4.1,21.6,0.445,0.498,0.362,0.516,0.746,0.564,1741,28,,,,,,,,
2014-15,Devin Harris,6.6,15.7,3.7,7.7,2.8,8,4,4.8,0.4,3.7,4,7.1,2.3,0.4,2.5,4.4,19.9,0.418,0.481,0.357,0.509,0.815,0.559,1685,31,,,,,,,,
2015-16,Devin Harris,6.6,14.9,4.6,8.6,2.1,6.3,4,5.6,0.7,4.8,5.5,4.7,2.4,0.5,2.6,4.9,19.4,0.447,0.532,0.329,0.516,0.721,0.559,1280,32,,,,,,,,
2016-17,Devin Harris,6.5,16.3,3.7,7.9,2.8,8.5,5.1,6.2,0.5,5.6,6.1,6.5,2.1,0.3,2.7,4.8,20.9,0.399,0.476,0.328,0.484,0.829,0.549,1087,33,,,,,,,,
1999-00,Othella Harrington,8.3,16.4,8.3,16.3,0,0,4.7,5.9,3.9,7.2,11.1,1.9,0.7,1.1,4.3,5.7,21.2,0.506,0.507,0,0.506,0.792,0.56,2677,26,,,,,,,,
2000-01,Othella Harrington,7.2,14.9,7.2,14.8,0,0.1,5,6.6,4.1,7.3,11.4,1.6,1,1.3,4.3,7,19.5,0.487,0.49,0,0.487,0.763,0.549,1815,27,,,,,,,,
2001-02,Othella Harrington,8.1,15.4,8.1,15.3,0,0.1,4.2,5.9,4.3,7.7,11.9,1.3,1,1.2,3.3,8.6,20.4,0.527,0.529,0,0.527,0.709,0.567,1563,28,,,,,,,,
2002-03,Othella Harrington,6.4,12.7,6.4,12.7,0,0,3.5,4.3,4.7,8.9,13.6,1.8,0.3,0.7,2.6,6.6,16.4,0.508,0.508,,0.508,0.82,0.563,1850,29,,,,,,,,
2004-05,Othella Harrington,8.9,17.3,8.9,17.3,0,0,5.2,7.2,4.3,7.6,11.9,2.3,1,0.7,3.4,7.7,22.9,0.512,0.512,,0.512,0.718,0.559,1271,31,,,,,,,,
2005-06,Othella Harrington,8.5,17.1,8.5,17.1,0,0,4.8,7.7,3.4,6.3,9.7,2.4,0.4,0.8,3.8,8.2,21.7,0.495,0.495,,0.495,0.626,0.53,824,32,,,,,,,,
2002-03,Junior Harrington,4.4,12.3,4.3,11.6,0.2,0.7,1.9,2.9,1.2,5.4,6.6,7.3,2.1,0.4,4.1,6.6,11,0.362,0.369,0.25,0.369,0.652,0.405,2003,22,,,,,,,,
2000-01,Al Harrington,6.8,15.4,6.8,15.2,0,0.2,2.9,4.5,3.4,7.4,10.8,3.7,1.8,0.5,4.2,6.3,16.6,0.444,0.448,0.143,0.445,0.656,0.479,1892,20,,,,,,,,
2002-03,Al Harrington,8.3,19,8,18.1,0.3,1,4.5,5.8,3.4,7.5,10.9,2.7,1.5,0.7,3.5,6,21.3,0.434,0.442,0.283,0.441,0.77,0.493,2467,22,,,,,,,,
2003-04,Al Harrington,9.5,20.4,9,18.7,0.5,1.7,4.2,5.7,3.7,7.8,11.4,2.9,1.8,0.5,3.7,5.6,23.6,0.463,0.481,0.273,0.475,0.734,0.514,2441,23,,,,,,,,
2004-05,Al Harrington,9.3,20.3,9,18.8,0.3,1.5,4.9,7.2,3,6.5,9.5,4.3,1.8,0.3,4.2,5.1,23.8,0.459,0.479,0.216,0.468,0.672,0.508,2550,24,,,,,,,,
2005-06,Al Harrington,10.5,23.3,9.3,19.6,1.3,3.6,4.6,6.7,2.5,7.5,10,4.5,1.6,0.3,3.7,5.7,26.9,0.452,0.471,0.346,0.479,0.694,0.513,2782,25,,,,,,,,
2006-07,Al Harrington,9.7,21.1,7.2,15.4,2.5,5.7,3.3,4.7,2.9,6.7,9.7,2.9,1.3,0.5,3.3,5.2,25.1,0.457,0.466,0.433,0.516,0.694,0.54,2563,26,,,,,,,,
2007-08,Al Harrington,8.9,20.5,5.5,11.4,3.4,9,3.3,4.2,2.4,7.4,9.7,2.9,1.6,0.4,2,5.9,24.4,0.434,0.482,0.375,0.517,0.774,0.547,2190,27,,,,,,,,
2008-09,Al Harrington,10.4,23.6,7,14.5,3.3,9.2,4.6,5.7,1.9,6.9,8.9,2,1.7,0.4,3.1,4.4,28.6,0.439,0.487,0.364,0.509,0.793,0.547,2546,28,,,,,,,,
2009-10,Al Harrington,10.4,24,7.2,14.5,3.3,9.5,5.6,7.4,2,7.4,9.4,2.6,1.4,0.6,3.1,4.9,29.7,0.435,0.496,0.342,0.503,0.757,0.546,2195,29,,,,,,,,
2010-11,Al Harrington,8.5,20.4,4.9,10.5,3.5,9.9,2.6,3.5,2.3,7.7,10,3,1.2,0.3,3.2,6.1,23.1,0.416,0.473,0.357,0.503,0.735,0.527,1665,30,,,,,,,,
2011-12,Al Harrington,10,22.4,7.1,13.6,2.9,8.8,3.4,5.1,2.1,9.2,11.3,2.5,1.7,0.3,3.2,5.2,26.3,0.446,0.519,0.333,0.512,0.676,0.535,1761,31,,,,,,,,
2016-17,Montrezl Harrell,10.1,15.6,10.1,15.2,0,0.3,3.4,5.5,3.7,6.2,9.9,2.9,0.9,1.9,2,5.7,23.8,0.652,0.663,0.143,0.654,0.628,0.662,1064,23,,,,,,,,
1998-99,Matt Harpring,7.2,15.5,6.7,14.3,0.5,1.2,4.9,6.9,4.3,6.1,10.4,2.2,1.5,0.3,3.5,5.4,19.8,0.463,0.468,0.4,0.478,0.713,0.533,1114,22,,,,,,,,
2001-02,Matt Harpring,8.2,17.8,7.8,16.3,0.4,1.5,3.5,4.7,4.3,7.9,12.2,2.3,1.5,0.1,2.7,4.3,20.4,0.461,0.475,0.304,0.473,0.743,0.512,2541,25,,,,,,,,
2002-03,Matt Harpring,11,21.4,9.6,18.1,1.4,3.4,5.5,7,4,6.8,10.8,2.8,1.5,0.4,3.4,4.6,28.8,0.511,0.529,0.413,0.543,0.792,0.588,2557,26,,,,,,,,
2004-05,Matt Harpring,8.8,18,8.6,17.1,0.2,0.9,5.2,6.6,4.1,6,10.1,3,1.5,0.3,2.8,5.3,22.9,0.489,0.504,0.209,0.494,0.778,0.549,2584,28,,,,,,,,
2005-06,Matt Harpring,9.1,19.1,8.7,18,0.4,1.1,6.4,8.8,4.4,5.9,10.3,2.8,1.7,0.4,3.1,5.7,24.9,0.475,0.482,0.359,0.485,0.725,0.542,1944,29,,,,,,,,
2006-07,Matt Harpring,8.6,17.5,8.2,16.5,0.3,1,6.3,8.2,3.1,6.3,9.4,2.6,1.4,0.3,3.1,6.2,23.8,0.491,0.501,0.333,0.501,0.767,0.564,1965,30,,,,,,,,
2007-08,Matt Harpring,8.9,17.8,8.8,17.4,0.1,0.4,5.5,7.7,3.6,5.4,9,3.1,1.7,0.5,3.6,6.1,23.3,0.5,0.506,0.2,0.502,0.712,0.551,1374,31,,,,,,,,
1986-87,Ron Harper,11.4,25,11,23.5,0.3,1.5,6,8.7,2.6,3.4,6.1,6.1,3.2,1.3,5.3,3.8,29,0.455,0.47,0.213,0.461,0.684,0.503,3064,23,,,,,,,,
1988-89,Ron Harper,10.1,19.7,9.6,17.7,0.5,2,5.5,7.4,2.1,4.9,7,7.5,3.2,1.3,4,3.8,26.2,0.511,0.54,0.25,0.523,0.751,0.57,2851,25,,,,,,,,
1991-92,Ron Harper,9,20.4,8,17.1,1,3.3,4.6,6.3,1.9,5.2,7.1,6.6,2.4,1.1,4,3.1,23.6,0.44,0.467,0.303,0.465,0.736,0.51,3144,28,,,,,,,,
1992-93,Ron Harper,8.8,19.6,8,16.6,0.8,3,5,6.5,1.9,5,6.9,5.9,2.9,1.2,3.6,3.5,23.5,0.451,0.482,0.28,0.472,0.769,0.523,2970,29,,,,,,,,
1993-94,Ron Harper,9.6,22.5,8.4,18.5,1.2,4,5,7.1,2.2,5.6,7.8,5.8,2.4,0.9,4.1,2.8,25.4,0.426,0.453,0.301,0.453,0.715,0.496,2856,30,,,,,,,,
1994-95,Ron Harper,7.1,16.7,6,12.9,1.1,3.7,2.8,4.4,1.7,4.4,6.1,5.3,3.3,0.9,3.4,4.5,18,0.426,0.467,0.282,0.457,0.618,0.483,1536,31,,,,,,,,
1995-96,Ron Harper,6.5,14,5.8,11.1,0.8,2.9,2.7,3.9,2.1,3.9,6,5.8,2.9,0.9,2,3.8,16.6,0.467,0.519,0.269,0.495,0.705,0.528,1886,32,,,,,,,,
1996-97,Ron Harper,5.4,12.4,3.3,6.7,2.1,5.8,1.8,2.5,1.4,4.5,5.9,5.9,2.6,1.2,1.5,4.2,14.7,0.436,0.5,0.362,0.52,0.707,0.543,1740,33,,,,,,,,
1997-98,Ron Harper,6.9,15.7,6.5,13.7,0.4,2,3.8,5.1,2.5,4.3,6.8,5.7,2.5,1.1,2.1,4.3,18,0.441,0.477,0.19,0.453,0.75,0.503,2284,34,,,,,,,,
1999-00,Ron Harper,5.3,13.4,4.5,10.7,0.8,2.7,2.5,3.7,2.4,6.1,8.5,6.8,2.1,1,3.3,4.1,14,0.399,0.421,0.311,0.43,0.68,0.468,2042,36,,,,,,,,
1983-84,Derek Harper,5.7,12.8,5.6,12,0.1,0.7,1.9,2.8,1.5,3.4,4.9,6.8,2.7,0.6,3.1,4.1,13.3,0.443,0.464,0.115,0.447,0.673,0.475,1712,22,,,,,,,,
1984-85,Derek Harper,7.2,13.9,6.7,12.5,0.5,1.3,2.4,3.4,1,3.3,4.4,7.9,3.2,0.8,2.7,4.2,17.3,0.52,0.538,0.344,0.536,0.721,0.564,2218,23,,,,,,,,
1985-86,Derek Harper,8.5,15.9,8.3,14.8,0.3,1.1,3.7,5,1.6,3.3,4.9,9.1,3.3,0.5,3.1,3.6,21,0.534,0.557,0.235,0.542,0.747,0.58,2150,24,,,,,,,,
1986-87,Derek Harper,9.3,18.6,7.9,14.6,1.4,4,3,4.4,1,2.8,3.7,11.4,3.1,0.5,2.6,3.6,23,0.501,0.539,0.358,0.539,0.684,0.561,2556,25,,,,,,,,
1987-88,Derek Harper,8.7,19,7.8,15.9,1,3.1,4.3,5.6,1.2,2.9,4,10.3,2.7,0.6,3.1,2.7,22.7,0.459,0.488,0.313,0.485,0.759,0.528,3032,26,,,,,,,,
1988-89,Derek Harper,9.1,19,7.4,14.3,1.7,4.7,3.9,4.8,0.8,3.1,3.8,9.6,2.9,0.7,3.5,3.7,23.7,0.477,0.517,0.356,0.521,0.806,0.561,2968,27,,,,,,,,
1989-90,Derek Harper,9.6,19.6,8.1,15.6,1.5,4.1,4.2,5.3,0.9,3.2,4.1,10.3,3.2,0.4,3.5,3.8,24.9,0.488,0.519,0.371,0.527,0.794,0.567,3007,28,,,,,,,,
1990-91,Derek Harper,10.1,21.7,8.6,17.4,1.6,4.4,5.1,6.9,1,3.1,4.1,9.7,2.6,0.2,3.1,3.9,26.9,0.467,0.493,0.362,0.503,0.731,0.543,2879,29,,,,,,,,
1991-92,Derek Harper,10.1,22.8,8.8,18.6,1.3,4.2,4.5,5.9,1.1,2.7,3.8,8.4,2.3,0.4,3.5,3.4,26,0.443,0.473,0.312,0.472,0.759,0.512,2252,30,,,,,,,,
1992-93,Derek Harper,9,21.5,6.7,15.6,2.3,5.9,5.5,7.2,1,1.9,2.8,7.6,1.8,0.4,3.1,3.3,25.8,0.419,0.428,0.393,0.472,0.756,0.522,2108,31,,,,,,,,
1993-94,Derek Harper,7.1,17.3,5.4,12.6,1.7,4.7,2.6,3.8,0.5,2.8,3.3,7.8,2.9,0.2,3.1,3.8,18.4,0.407,0.425,0.36,0.456,0.687,0.485,2204,32,,,,,,,,
1994-95,Derek Harper,6.5,14.7,4.5,9,2.1,5.7,2.7,3.7,0.6,3.2,3.8,8.9,1.5,0.2,2.9,4.2,17.8,0.446,0.498,0.363,0.516,0.724,0.547,2716,33,,,,,,,,
1995-96,Derek Harper,7.9,17.1,5.7,11.2,2.2,5.9,2.8,3.8,0.6,3.1,3.7,6.4,2.4,0.1,3.2,3.7,20.9,0.464,0.513,0.372,0.529,0.757,0.558,2893,34,,,,,,,,
1996-97,Derek Harper,7.3,16.4,5.8,12.1,1.5,4.3,2.3,3.1,0.7,2.6,3.3,7.8,2.2,0.3,3.2,3.5,18.4,0.444,0.48,0.341,0.488,0.742,0.516,2210,35,,,,,,,,
1998-99,Derek Harper,5.6,13.6,3.6,8.1,2,5.5,1.2,1.5,0.6,2.5,3.1,8.7,2.1,0.2,2.4,3.1,14.5,0.412,0.443,0.368,0.486,0.813,0.506,1120,37,,,,,,,,
2012-13,Maurice Harkless,6.9,14.9,6,11.8,0.8,3.1,1.9,3.4,3.2,5.6,8.8,1.3,2.3,1.6,1.8,3.8,16.5,0.461,0.51,0.274,0.489,0.57,0.504,1974,19,,,,,,,,
2013-14,Maurice Harkless,5.9,12.7,4.3,8.6,1.6,4,2.2,3.8,1.8,5.1,6.9,2.1,2.5,1.3,2.3,3.7,15.6,0.464,0.502,0.383,0.525,0.594,0.542,1950,20,,,,,,,,
2015-16,Maurice Harkless,6.7,14.1,5.4,9.3,1.3,4.8,2.4,3.8,3.5,6.1,9.6,2.3,1.7,1.2,2.1,4.3,17.1,0.474,0.576,0.279,0.522,0.622,0.541,1457,22,,,,,,,,
2016-17,Maurice Harkless,7,13.9,5.5,9.6,1.5,4.3,1.7,2.8,2.8,4.8,7.6,2,1.9,1.6,1.9,4.8,17.3,0.503,0.572,0.351,0.558,0.621,0.57,2223,23,,,,,,,,
1979-80,James Hardy,5.7,11.2,5.6,11.1,0,0.1,1.6,2,3.8,8.5,12.3,3.2,1.4,2.7,3.2,6.4,12.9,0.507,0.507,0.5,0.508,0.773,0.536,1600,23,,,,,,,,
1981-82,James Hardy,4.6,9.4,4.6,9.4,0,0,1.6,2.4,3.9,8.1,12,2.8,1.5,1.7,2,4.9,10.8,0.485,0.486,0,0.485,0.688,0.515,1814,25,,,,,,,,
2009-10,James Harden,6.9,17.1,4.2,9.8,2.8,7.4,5.8,7.1,1.4,5.8,7.2,4.1,2.4,0.6,3.1,5.9,22.3,0.403,0.424,0.375,0.484,0.808,0.551,1738,20,,,,,,,,
2010-11,James Harden,7,16.2,4.4,8.5,2.7,7.7,6.8,8.1,1,5,6,4.2,2.2,0.6,2.5,4.9,23.6,0.436,0.514,0.349,0.518,0.843,0.598,2189,21,,,,,,,,
2011-12,James Harden,8.2,16.7,5.2,8.9,3,7.7,8.3,9.8,0.8,5.9,6.7,6.1,1.6,0.4,3.6,4,27.7,0.491,0.579,0.39,0.582,0.846,0.66,1946,22,,,,,,,,
2012-13,James Harden,9.8,22.4,6.8,14.2,3,8.1,11.3,13.3,1,5.3,6.3,7.6,2.4,0.6,4.9,3,33.8,0.438,0.477,0.368,0.504,0.851,0.6,2985,23,,,,,,,,
2013-14,James Harden,9.9,21.6,6.7,13,3.2,8.7,10.3,11.9,1.1,5.1,6.2,8,2.1,0.5,4.8,3.2,33.2,0.456,0.515,0.366,0.529,0.866,0.618,2777,24,,,,,,,,
2014-15,James Harden,10.8,24.5,7.3,15.3,3.5,9.3,11.9,13.7,1.3,6.4,7.7,9.4,2.6,1,5.4,3.5,37,0.44,0.48,0.375,0.511,0.868,0.605,2981,25,,,,,,,,
2015-16,James Harden,11.2,25.4,7.5,15.1,3.7,10.3,11.3,13.2,1,6.9,7.9,9.6,2.2,0.8,5.9,3.6,37.4,0.439,0.494,0.359,0.512,0.86,0.598,3125,26,,,,,,,,
2016-17,James Harden,11,25,6.7,12.7,4.3,12.3,12.1,14.3,1.5,9.2,10.7,14.8,2,0.6,7.6,3.5,38.4,0.44,0.53,0.347,0.525,0.847,0.613,2947,27,,,,,,,,
1989-90,Tim Hardaway,7.9,16.8,7.5,15.3,0.4,1.4,3.6,4.7,1,4.3,5.3,11.7,2.8,0.2,4.4,3.9,19.8,0.471,0.489,0.274,0.483,0.764,0.525,2663,23,,,,,,,,
1990-91,Tim Hardaway,10.7,22.4,9.3,18.7,1.4,3.6,4.4,5.5,1.3,3.5,4.8,11.4,3.1,0.2,3.9,3.3,27.1,0.476,0.494,0.385,0.508,0.803,0.547,3215,24,,,,,,,,
1991-92,Tim Hardaway,10.2,22.2,8.5,16.9,1.8,5.2,4.2,5.4,1.1,3.2,4.3,11.2,2.3,0.2,3.7,2.9,26.4,0.461,0.499,0.338,0.501,0.766,0.537,3332,25,,,,,,,,
1992-93,Tim Hardaway,9.6,21.6,7.8,15.9,1.9,5.7,5,6.8,1.1,3.8,4.9,12.9,2.1,0.2,4.1,2.8,26.2,0.447,0.489,0.33,0.491,0.744,0.534,2609,26,,,,,,,,
1994-95,Tim Hardaway,9.1,21.3,5.5,11.9,3.5,9.4,4.6,6.1,1,3,4,12.2,1.9,0.3,4.5,3.3,26.3,0.427,0.465,0.378,0.51,0.76,0.55,2321,28,,,,,,,,
1995-96,Tim Hardaway,8.6,20.3,5.8,12.6,2.8,7.8,4.9,6.2,0.7,4,4.7,13.1,2.7,0.3,4.8,4.1,24.9,0.422,0.458,0.364,0.492,0.79,0.54,2534,29,,,,,,,,
